Date;Bitcoin Core (BTC) Price;Money Supply;Price Volatility;Daily Transactions;Block Size;Transaction Fees;Inflation Rate
03/03/2015;267.96;13897825;54.71962392364367;107182;414736;15.72691221;11.4487
04/03/2015;279.85;13901775;56.185120983529764;110646;404304;15.59423702;11.4471
05/03/2015;275.94;13905275;56.00515339868952;98962;402945;14.59550501;11.4403
06/03/2015;273.65;13908575;56.058267425223946;97656;462584;14.79052555;11.4282
07/03/2015;273.22;13912275;55.8020473973818;93809;391392;16.34905981;11.4208
08/03/2015;275.99;13915775;53.80438452500537;91274;387377;13.03189139;11.4113
09/03/2015;275.01;13919675;53.88522925705653;90190;361708;13.59122266;11.4026
10/03/2015;286.53;13923275;54.91862351438011;106936;446226;16.05939481;11.3982
11/03/2015;292.42;13927075;54.396454537365095;102139;390937;14.72518342;11.3912
12/03/2015;295.09;13930925;53.79480355887483;103459;426797;15.79896189;11.3815
13/03/2015;294.94;13934200;53.706868179595865;93612;435726;13.41733652;11.3716
14/03/2015;287.83;13937850;54.96814289512724;97226;377816;13.87455625;11.3712
15/03/2015;282.82;13941125;55.727663020752985;91341;402864;12.55303518;11.3606
16/03/2015;282.14;13944700;51.64271807879134;83403;344301;11.81590892;11.3512
17/03/2015;290.83;13948175;48.43383494454173;105729;431766;15.24183049;11.3431
18/03/2015;287.38;13951375;44.827116304387665;99828;416815;14.39169527;11.3362
19/03/2015;265.06;13955200;53.46171906036716;98461;372117;14.75199154;11.3312
20/03/2015;258.2;13958650;53.766435677338116;106909;455230;16.51314794;11.3194
21/03/2015;260.33;13962025;53.42681927724095;102333;407765;16.00340687;11.3051
22/03/2015;259.99;13965800;53.41517849483256;96350;355349;13.72970945;11.2975
23/03/2015;265.45;13969350;53.65804425978201;90151;386425;13.02401881;11.2783
24/03/2015;265.95;13972975;53.6493139045073;102477;406189;17.11852338;11.2655
25/03/2015;250.16;13977300;57.22168507047477;92815;292376;13.64461309;11.2652
26/03/2015;246.17;13981350;57.534189230587984;98394;318175;15.99877818;11.2622
27/03/2015;249.6;13985050;57.687040168094576;101586;367855;14.56791258;11.2534
28/03/2015;247.5;13989325;57.763572860941395;98534;296819;13.81915901;11.2489
29/03/2015;252.13;13993025;58.015625086924686;89091;347179;12.75612589;11.2396
30/03/2015;243.86;13996850;54.339026387914345;92048;357333;13.15643078;11.2391
31/03/2015;247.6;14000400;54.21858497756358;104273;409738;15.03876519;11.2275
01/04/2015;244.67;14004150;54.13940947737235;114827;399183;16.24634701;11.2195
02/04/2015;245.31;14007450;50.16573545902029;120880;476815;17.08490971;11.2022
03/04/2015;251.39;14011600;48.36595599210455;109922;359762;15.38686564;11.1902
04/04/2015;253.7;14015250;48.40981847008943;106104;420744;15.32740854;11.1761
05/04/2015;253.04;14019075;48.368638886427945;87758;329334;13.30258188;11.1688
06/04/2015;257.89;14022775;48.95217156377418;96669;383802;15.10136188;11.1648
07/04/2015;255.91;14025925;48.795844145783065;105403;459737;15.77134239;11.1565
08/04/2015;254.27;14029725;48.81382196045374;113367;408936;16.31382022;11.1571
09/04/2015;246.78;14032850;47.06997507884569;109473;456496;16.03771619;11.1464
10/04/2015;240.83;14036175;46.625694936407285;116597;443414;18.90110829;11.1387
11/04/2015;236.57;14039975;46.440637996844245;109789;363692;27.3699549;11.1316
12/04/2015;236.38;14043475;46.43526723063986;100336;393068;16.77592743;11.1239
13/04/2015;236.41;14046675;46.09035117769418;86731;373567;14.04098606;11.1081
14/04/2015;227.79;14050575;47.17211084841358;116446;417189;17.41934865;11.0965
15/04/2015;220.4;14054300;47.97859757947148;108900;391599;15.8165952;11.086
16/04/2015;222.02;14057350;46.29217321625676;108099;449817;15.62505405;11.0752
17/04/2015;228.26;14060800;48.01004016260816;99665;366456;14.05114033;11.0654
18/04/2015;223.66;14063950;40.44714556973121;101114;417403;14.45299191;11.0552
19/04/2015;223.03;14067600;39.76785012033448;97726;368279;13.26933489;11.0492
20/04/2015;225.62;14071225;39.92255402872921;93562;375687;13.33739209;11.0388
21/04/2015;224.39;14075075;39.90350093868715;116630;390140;16.98677509;11.0317
22/04/2015;229.94;14078900;40.21830324506948;110410;375696;15.16383331;11.0282
23/04/2015;235.37;14082700;41.34679743700652;113488;397992;16.09570263;11.022
24/04/2015;235.27;14085950;35.844838750165934;110064;466989;16.01780275;11.0146
25/04/2015;229.53;14089050;36.391641742380784;105725;473312;15.05387768;10.9992
26/04/2015;227.86;14093125;35.95378821449982;100761;335820;99.66973292;10.9957
27/04/2015;218.85;14096725;38.208632311919324;93666;380402;13.5487858;10.9854
